Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-08-01,10:00:00,1.655,0.226,240.0,6.54,0.12,0.21,0.95
2007-08-01,11:00:00,1.307,0.197,240.5,5.44,0.12,0.22,0.67
2007-08-01,12:00:00,1.608,0.22,243.3,6.35,0.19,0.28,0.69
2007-08-01,13:00:00,1.4,0.225,237.1,5.96,0.2,0.17,0.72
2007-08-01,14:00:00,1.555,0.237,236.3,6.96,0.26,0.26,0.88
2007-08-01,15:00:00,1.315,0.208,241.7,5.71,0.17,0.17,0.54
2007-08-01,16:00:00,1.349,0.233,239.8,5.63,0.16,0.21,0.75
2007-08-01,17:00:00,1.407,0.201,242.8,5.64,0.17,0.24,0.83
2007-08-01,18:00:00,2.467,0.365,241.2,10.51,0.32,0.4,1.26
2007-08-01,19:00:00,2.603,0.407,243.8,10.56,0.33,0.34,1.44
2007-08-01,20:00:00,2.568,0.387,237.3,10.77,0.29,0.38,1.37
2007-08-01,21:00:00,2.545,0.342,236.6,10.71,0.3,0.39,1.44
2007-08-01,22:00:00,1.466,0.206,241.6,6.08,0.18,0.24,0.82
2007-08-01,23:00:00,1.351,0.204,238.5,5.75,0.15,0.17,0.73
2007-08-02,00:00:00,0.661,0.079,241.5,3.23,0.09,0.09,0.35
2007-08-02,01:00:00,0.613,0.082,239.6,2.59,0.04,0.09,0.28
2007-08-02,02:00:00,0.393,0.066,237.3,1.67,0.09,0.09,0.21
2007-08-02,03:00:00,0.7,0.087,239.1,3.13,0.11,0.15,0.25
2007-08-02,04:00:00,0.754,0.086,238.7,3.21,0.14,0.16,0.47
2007-08-02,05:00:00,0.514,0.063,240.8,2.31,0.04,0.08,0.25
2007-08-02,06:00:00,1.908,0.294,242.8,7.99,0.22,0.29,1.1
2007-08-02,07:00:00,1.72,0.263,236.1,7.35,0.17,0.22,0.97
2007-08-02,08:00:00,1.658,0.2,237.4,6.77,0.17,0.29,0.97
2007-08-02,09:00:00,1.797,0.302,240.8,7.64,0.22,0.34,0.97
2007-08-02,10:00:00,1.68,0.28,238.9,7.04,0.2,0.25,0.84
2007-08-02,11:00:00,1.568,0.255,242.0,6.6,0.22,0.23,0.96
2007-08-02,12:00:00,1.585,0.245,241.4,6.48,0.22,0.32,1.0
2007-08-02,13:00:00,1.254,0.187,245.9,4.81,0.18,0.15,0.78
2007-08-02,14:00:00,1.222,0.15,242.3,5.08,0.09,0.18,0.72
2007-08-02,15:00:00,1.365,0.211,243.1,5.72,0.12,0.15,0.67
2007-08-02,16:00:00,1.246,0.202,246.6,5.17,0.14,0.13,0.79
2007-08-02,17:00:00,1.331,0.201,238.8,5.45,0.11,0.17,0.69
2007-08-02,18:00:00,2.463,0.38,239.2,10.39,0.36,0.31,1.43
2007-08-02,19:00:00,2.584,0.413,240.3,10.55,0.28,0.37,1.43
2007-08-02,20:00:00,2.266,0.387,243.1,9.04,0.26,0.3,1.26
2007-08-02,21:00:00,2.589,0.391,242.9,10.7,0.32,0.33,1.42
2007-08-02,22:00:00,1.479,0.205,242.6,6.3,0.14,0.17,0.91
2007-08-02,23:00:00,1.466,0.219,238.2,5.98,0.21,0.17,0.9
2007-08-03,00:00:00,0.473,0.11,243.6,2.06,0.0,0.07,0.3
2007-08-03,01:00:00,0.771,0.078,233.4,3.21,0.11,0.13,0.52
2007-08-03,02:00:00,0.687,0.093,240.3,2.78,0.06,0.22,0.34
2007-08-03,03:00:00,0.458,0.044,238.7,2.3,0.02,0.0,0.3
2007-08-03,04:00:00,0.785,0.102,239.0,3.54,0.14,0.17,0.45
2007-08-03,05:00:00,0.64,0.105,242.2,2.46,0.08,0.06,0.37
2007-08-03,06:00:00,1.623,0.255,242.6,6.7,0.16,0.23,0.92
2007-08-03,07:00:00,1.871,0.317,238.9,7.95,0.24,0.29,0.99
2007-08-03,08:00:00,2.035,0.33,240.3,8.48,0.21,0.26,1.08
2007-08-03,09:00:00,1.775,0.258,243.2,7.41,0.21,0.26,1.02
2007-08-03,10:00:00,1.547,0.262,242.2,6.62,0.15,0.24,0.9
2007-08-03,11:00:00,1.455,0.206,237.5,6.41,0.19,0.24,0.79
2007-08-03,12:00:00,1.222,0.179,241.5,5.0,0.15,0.17,0.82
2007-08-03,13:00:00,1.46,0.197,239.3,6.1,0.24,0.25,0.69
2007-08-03,14:00:00,1.136,0.122,240.0,4.64,0.15,0.14,0.72
2007-08-03,15:00:00,1.497,0.217,244.8,5.9,0.19,0.21,0.75
2007-08-03,16:00:00,1.418,0.235,239.7,6.1,0.21,0.2,0.72
2007-08-03,17:00:00,1.185,0.208,241.3,4.73,0.15,0.12,0.72
2007-08-03,18:00:00,2.605,0.415,238.9,10.76,0.32,0.38,1.43
2007-08-03,19:00:00,2.506,0.4,243.4,10.22,0.28,0.37,1.49
2007-08-03,20:00:00,2.578,0.375,246.2,10.53,0.28,0.37,1.53
2007-08-03,21:00:00,2.55,0.38,239.8,10.66,0.28,0.36,1.35
2007-08-03,22:00:00,1.458,0.209,239.5,6.4,0.2,0.21,0.79
2007-08-03,23:00:00,1.557,0.211,243.3,6.32,0.16,0.25,0.9
2007-08-04,00:00:00,0.605,0.072,236.2,2.72,0.1,0.17,0.4
2007-08-04,01:00:00,0.657,0.088,238.2,2.97,0.08,0.11,0.37
2007-08-04,02:00:00,0.849,0.158,237.5,3.47,0.06,0.14,0.37
2007-08-04,03:00:00,0.856,0.129,243.8,3.65,0.13,0.13,0.49
2007-08-04,04:00:00,0.877,0.141,238.4,3.61,0.13,0.14,0.45
2007-08-04,05:00:00,0.799,0.114,238.8,3.59,0.05,0.04,0.36
2007-08-04,06:00:00,2.204,0.328,238.0,9.57,0.28,0.29,1.33
2007-08-04,07:00:00,2.133,0.307,241.2,8.9,0.22,0.33,1.35
2007-08-04,08:00:00,2.245,0.313,234.6,9.55,0.27,0.33,1.27
2007-08-04,09:00:00,1.866,0.267,243.3,7.53,0.2,0.25,0.92
2007-08-04,10:00:00,2.047,0.32,244.9,8.67,0.26,0.23,1.24
2007-08-04,11:00:00,1.731,0.263,236.7,7.19,0.21,0.2,0.88
2007-08-04,12:00:00,1.654,0.255,246.5,6.62,0.18,0.24,1.03
2007-08-04,13:00:00,1.607,0.192,246.0,6.26,0.22,0.22,0.83
2007-08-04,14:00:00,1.641,0.232,242.2,6.76,0.19,0.22,1.12
2007-08-04,15:00:00,1.606,0.227,240.6,6.65,0.14,0.22,0.88
2007-08-04,16:00:00,1.663,0.258,243.0,6.75,0.15,0.24,0.87
2007-08-04,17:00:00,1.592,0.263,241.1,6.46,0.14,0.24,0.74
2007-08-04,18:00:00,2.928,0.432,242.7,12.16,0.33,0.49,1.54
2007-08-04,19:00:00,2.789,0.421,240.7,11.79,0.37,0.44,1.47
2007-08-04,20:00:00,2.978,0.433,236.0,12.36,0.39,0.51,1.63
2007-08-04,21:00:00,2.838,0.39,238.4,11.89,0.29,0.5,1.6
2007-08-04,22:00:00,1.847,0.244,238.8,7.98,0.16,0.3,0.87
2007-08-04,23:00:00,1.69,0.292,241.5,6.88,0.22,0.27,0.94
2007-08-05,00:00:00,0.505,0.06,242.4,2.2,0.1,0.08,0.33
2007-08-05,01:00:00,0.664,0.065,241.8,2.83,0.04,0.09,0.39
2007-08-05,02:00:00,0.631,0.076,240.0,2.91,0.06,0.04,0.28
2007-08-05,03:00:00,0.563,0.06,239.7,2.06,0.05,0.1,0.41
2007-08-05,04:00:00,0.721,0.09,240.4,2.79,0.12,0.18,0.3
2007-08-05,05:00:00,0.581,0.074,238.6,2.63,0.06,0.05,0.52
2007-08-05,06:00:00,2.441,0.359,242.9,10.12,0.3,0.4,1.3
2007-08-05,07:00:00,2.044,0.32,239.3,8.16,0.24,0.29,1.19
2007-08-05,08:00:00,2.329,0.37,238.1,9.56,0.23,0.42,1.39
2007-08-05,09:00:00,1.699,0.275,244.4,7.03,0.18,0.2,0.93
2007-08-05,10:00:00,1.821,0.269,237.8,7.63,0.22,0.22,0.99
2007-08-05,11:00:00,1.825,0.273,245.4,7.72,0.28,0.34,1.12
2007-08-05,12:00:00,1.693,0.257,240.9,6.71,0.21,0.25,0.85
2007-08-05,13:00:00,1.588,0.247,235.1,6.52,0.19,0.25,0.85
2007-08-05,14:00:00,1.486,0.231,241.0,6.03,0.2,0.22,0.8
2007-08-05,15:00:00,1.502,0.24,239.0,6.01,0.26,0.18,0.8
2007-08-05,16:00:00,1.501,0.218,239.7,6.4,0.11,0.25,0.77
2007-08-05,17:00:00,1.508,0.213,236.7,6.73,0.25,0.14,0.73
2007-08-05,18:00:00,2.979,0.456,240.8,12.63,0.34,0.47,1.64
2007-08-05,19:00:00,2.862,0.444,240.5,11.63,0.35,0.53,1.62
2007-08-05,20:00:00,3.054,0.46,242.6,12.84,0.38,0.46,1.91
2007-08-05,21:00:00,2.934,0.445,241.4,12.05,0.37,0.43,1.61
2007-08-05,22:00:00,1.717,0.277,239.1,7.26,0.24,0.23,0.78
2007-08-05,23:00:00,1.625,0.252,237.6,6.7,0.21,0.29,0.95
2007-08-06,00:00:00,0.803,0.121,238.9,3.22,0.1,0.11,0.33
2007-08-06,01:00:00,0.426,0.07,237.4,1.68,0.04,0.02,0.31
2007-08-06,02:00:00,0.553,0.108,241.1,1.82,0.14,0.12,0.31
2007-08-06,03:00:00,0.669,0.121,238.8,2.88,0.08,0.12,0.42
2007-08-06,04:00:00,0.662,0.111,242.4,2.5,0.07,0.11,0.47
2007-08-06,05:00:00,0.662,0.123,235.9,2.67,0.11,0.1,0.33
2007-08-06,06:00:00,1.914,0.254,237.8,8.29,0.23,0.34,1.14
2007-08-06,07:00:00,1.945,0.346,239.3,8.1,0.24,0.34,1.1
2007-08-06,08:00:00,1.9,0.296,241.6,7.54,0.25,0.2,0.98
2007-08-06,09:00:00,1.533,0.245,241.0,6.18,0.15,0.2,0.97
2007-08-06,10:00:00,1.72,0.234,242.6,6.95,0.19,0.3,1.03
2007-08-06,11:00:00,1.417,0.206,239.9,6.25,0.15,0.2,0.76
2007-08-06,12:00:00,1.479,0.227,237.9,6.36,0.12,0.31,0.71
2007-08-06,13:00:00,1.682,0.272,243.5,6.78,0.22,0.25,1.01
2007-08-06,14:00:00,1.323,0.168,238.7,5.74,0.16,0.2,0.7
2007-08-06,15:00:00,1.223,0.185,241.1,4.8,0.17,0.18,0.75
2007-08-06,16:00:00,1.414,0.183,238.3,5.67,0.18,0.19,0.76
2007-08-06,17:00:00,1.397,0.251,236.1,5.84,0.14,0.23,0.72
2007-08-06,18:00:00,2.554,0.357,244.3,10.4,0.33,0.39,1.29
2007-08-06,19:00:00,2.504,0.388,247.9,9.91,0.29,0.41,1.32
2007-08-06,20:00:00,2.328,0.343,244.5,9.61,0.28,0.36,1.19
2007-08-06,21:00:00,2.616,0.363,241.1,10.97,0.3,0.44,1.52
2007-08-06,22:00:00,1.661,0.231,243.0,6.63,0.2,0.29,0.97
2007-08-06,23:00:00,1.755,0.276,240.1,7.2,0.16,0.22,0.97
2007-08-07,00:00:00,0.716,0.113,238.5,2.66,0.09,0.1,0.39
2007-08-07,01:00:00,0.699,0.119,242.7,2.59,0.08,0.01,0.34
2007-08-07,02:00:00,0.554,0.096,244.3,2.43,0.07,0.06,0.21
2007-08-07,03:00:00,0.717,0.115,244.1,3.19,0.1,0.15,0.34
2007-08-07,04:00:00,0.573,0.077,236.5,2.63,0.03,0.1,0.45
2007-08-07,05:00:00,0.561,0.074,242.3,2.36,0.03,0.05,0.36
2007-08-07,06:00:00,1.758,0.267,239.0,7.29,0.21,0.25,0.98
2007-08-07,07:00:00,1.932,0.313,245.4,7.99,0.27,0.28,1.11
2007-08-07,08:00:00,1.816,0.271,243.2,7.32,0.2,0.27,0.99
2007-08-07,09:00:00,1.749,0.231,236.6,7.16,0.22,0.26,0.98
2007-08-07,10:00:00,1.645,0.245,244.4,6.76,0.22,0.28,1.0
2007-08-07,11:00:00,1.797,0.253,238.6,7.54,0.19,0.22,0.96
2007-08-07,12:00:00,1.529,0.234,239.6,6.32,0.17,0.28,0.75
2007-08-07,13:00:00,1.596,0.247,242.5,6.64,0.2,0.23,0.93
2007-08-07,14:00:00,1.428,0.222,239.1,5.91,0.12,0.2,0.82
2007-08-07,15:00:00,1.398,0.193,242.4,5.62,0.18,0.18,0.66
2007-08-07,16:00:00,1.242,0.207,242.1,5.12,0.18,0.19,0.71
2007-08-07,17:00:00,1.206,0.176,241.5,4.9,0.11,0.14,0.7
2007-08-07,18:00:00,2.717,0.38,243.3,11.29,0.31,0.42,1.44
2007-08-07,19:00:00,2.534,0.383,233.5,10.57,0.24,0.42,1.56
2007-08-07,20:00:00,2.563,0.411,242.7,11.13,0.3,0.31,1.44
2007-08-07,21:00:00,2.409,0.386,242.3,10.08,0.29,0.39,1.27
2007-08-07,22:00:00,1.581,0.231,240.7,6.49,0.2,0.21,0.77
2007-08-07,23:00:00,1.62,0.198,238.7,6.85,0.24,0.19,0.87
2007-08-08,00:00:00,0.432,0.09,242.0,1.83,0.05,0.1,0.24
2007-08-08,01:00:00,0.786,0.116,247.5,3.02,0.07,0.15,0.47
2007-08-08,02:00:00,0.484,0.068,241.6,2.11,0.03,0.09,0.28
2007-08-08,03:00:00,0.578,0.099,240.6,2.55,0.04,0.06,0.31
2007-08-08,04:00:00,0.794,0.142,243.8,3.16,0.07,0.11,0.37
2007-08-08,05:00:00,0.782,0.114,239.0,3.18,0.11,0.13,0.43
2007-08-08,06:00:00,2.109,0.286,239.1,8.9,0.22,0.32,1.22
2007-08-08,07:00:00,2.049,0.287,242.4,8.22,0.28,0.3,1.06
2007-08-08,08:00:00,1.884,0.288,235.0,8.03,0.27,0.31,0.98
2007-08-08,09:00:00,1.611,0.249,238.8,6.84,0.25,0.24,0.7
2007-08-08,10:00:00,1.599,0.25,239.0,6.74,0.18,0.16,0.89
2007-08-08,11:00:00,1.769,0.294,237.8,7.27,0.18,0.21,0.93
2007-08-08,12:00:00,1.503,0.203,237.6,6.53,0.24,0.23,0.73
2007-08-08,13:00:00,1.552,0.231,238.2,6.35,0.18,0.2,0.96
2007-08-08,14:00:00,1.289,0.196,238.6,5.0,0.22,0.24,0.66
2007-08-08,15:00:00,1.26,0.174,245.1,5.15,0.15,0.11,0.69
2007-08-08,16:00:00,1.348,0.206,236.4,5.7,0.16,0.29,0.71
2007-08-08,17:00:00,1.417,0.226,237.9,5.59,0.19,0.29,0.73
2007-08-08,18:00:00,2.459,0.387,235.7,10.64,0.32,0.35,1.49
2007-08-08,19:00:00,2.628,0.387,234.5,11.52,0.28,0.42,1.46
2007-08-08,20:00:00,2.743,0.405,240.6,11.43,0.33,0.45,1.44
2007-08-08,21:00:00,2.461,0.34,235.8,10.2,0.2,0.34,1.41
2007-08-08,22:00:00,1.51,0.211,240.6,6.34,0.15,0.28,0.89
2007-08-08,23:00:00,1.393,0.19,238.6,5.76,0.19,0.25,0.82
2007-08-09,00:00:00,0.7,0.121,233.6,3.27,0.03,0.02,0.22
2007-08-09,01:00:00,0.464,0.056,246.3,1.86,0.05,0.13,0.3
2007-08-09,02:00:00,0.478,0.082,238.9,2.25,0.06,0.11,0.27
2007-08-09,03:00:00,0.594,0.079,237.7,2.25,0.05,0.08,0.36
2007-08-09,04:00:00,0.602,0.121,239.2,2.47,0.11,0.04,0.35
2007-08-09,05:00:00,0.617,0.101,237.0,2.37,0.05,0.13,0.4
2007-08-09,06:00:00,1.886,0.276,241.3,8.05,0.21,0.33,0.99
2007-08-09,07:00:00,1.671,0.225,238.4,7.35,0.19,0.26,1.0
2007-08-09,08:00:00,1.91,0.317,241.3,7.87,0.22,0.34,0.93
2007-08-09,09:00:00,1.521,0.188,238.9,6.29,0.19,0.19,0.85
2007-08-09,10:00:00,1.67,0.259,236.8,7.15,0.17,0.21,0.79
2007-08-09,11:00:00,1.7,0.242,242.9,7.08,0.17,0.26,0.89
2007-08-09,12:00:00,1.61,0.221,236.0,7.15,0.21,0.19,0.75
2007-08-09,13:00:00,1.71,0.27,242.8,7.16,0.17,0.21,1.01
2007-08-09,14:00:00,1.254,0.196,240.3,5.43,0.18,0.2,0.66
2007-08-09,15:00:00,1.091,0.124,240.4,4.56,0.16,0.2,0.57
2007-08-09,16:00:00,1.302,0.213,242.0,5.22,0.15,0.19,0.67
2007-08-09,17:00:00,1.424,0.199,236.4,6.09,0.21,0.28,0.92
2007-08-09,18:00:00,2.959,0.43,232.1,12.59,0.37,0.5,1.66
2007-08-09,19:00:00,2.518,0.405,239.3,10.43,0.31,0.4,1.17
2007-08-09,20:00:00,2.636,0.379,242.0,10.81,0.31,0.4,1.31
2007-08-09,21:00:00,2.723,0.409,241.1,11.35,0.33,0.38,1.45
2007-08-09,22:00:00,1.341,0.199,239.9,5.56,0.13,0.17,0.72
2007-08-09,23:00:00,1.711,0.261,240.2,7.2,0.23,0.3,0.98
2007-08-10,00:00:00,0.704,0.08,234.6,3.02,0.06,0.13,0.4
2007-08-10,01:00:00,0.543,0.072,240.2,2.41,0.06,0.02,0.29
2007-08-10,02:00:00,0.64,0.077,239.7,2.82,0.07,0.08,0.22
2007-08-10,03:00:00,0.581,0.077,240.9,2.41,0.07,0.13,0.32
2007-08-10,04:00:00,0.471,0.096,244.4,2.12,0.05,0.09,0.27
2007-08-10,05:00:00,0.364,0.033,242.7,1.5,0.09,0.07,0.23
2007-08-10,06:00:00,2.064,0.308,238.8,8.64,0.22,0.27,1.12
2007-08-10,07:00:00,2.052,0.297,238.8,8.51,0.26,0.27,1.07
2007-08-10,08:00:00,1.758,0.259,241.5,7.45,0.22,0.25,0.89
2007-08-10,09:00:00,1.834,0.258,240.8,7.37,0.29,0.29,0.97
2007-08-10,10:00:00,1.418,0.228,237.8,6.02,0.15,0.16,0.83
2007-08-10,11:00:00,1.761,0.29,243.8,7.38,0.2,0.28,1.0
2007-08-10,12:00:00,1.285,0.209,239.6,5.27,0.13,0.23,0.75
2007-08-10,13:00:00,1.247,0.188,241.5,5.09,0.17,0.19,0.65
2007-08-10,14:00:00,1.344,0.211,235.8,5.48,0.18,0.21,0.59
2007-08-10,15:00:00,1.417,0.217,234.2,6.05,0.22,0.17,0.88
2007-08-10,16:00:00,1.379,0.214,242.6,5.73,0.16,0.21,0.66
2007-08-10,17:00:00,1.317,0.203,235.8,5.29,0.15,0.22,0.85
2007-08-10,18:00:00,2.525,0.363,239.1,10.32,0.31,0.38,1.44
2007-08-10,19:00:00,2.546,0.35,238.9,10.7,0.27,0.38,1.41
2007-08-10,20:00:00,2.451,0.354,237.4,10.28,0.26,0.4,1.53
2007-08-10,21:00:00,2.592,0.353,236.3,11.02,0.29,0.4,1.48
2007-08-10,22:00:00,1.454,0.223,238.5,6.04,0.16,0.21,0.77
2007-08-10,23:00:00,1.517,0.231,244.6,5.94,0.19,0.2,0.92
2007-08-11,00:00:00,0.642,0.13,241.5,2.6,0.1,0.1,0.36
2007-08-11,01:00:00,0.76,0.089,242.4,3.28,0.12,0.11,0.41
2007-08-11,02:00:00,0.714,0.081,239.7,2.53,0.1,0.1,0.42
2007-08-11,03:00:00,0.816,0.129,237.5,3.34,0.09,0.13,0.45
2007-08-11,04:00:00,0.75,0.116,237.4,3.26,0.16,0.09,0.55
2007-08-11,05:00:00,0.684,0.118,237.5,2.94,0.08,0.08,0.45
2007-08-11,06:00:00,2.34,0.326,237.6,9.62,0.31,0.37,1.24
2007-08-11,07:00:00,2.173,0.298,240.3,8.99,0.24,0.37,1.15
2007-08-11,08:00:00,2.304,0.355,237.7,9.54,0.3,0.38,1.31
2007-08-11,09:00:00,2.048,0.312,243.3,8.33,0.26,0.35,1.08
2007-08-11,10:00:00,1.819,0.266,244.0,7.93,0.24,0.31,0.88
2007-08-11,11:00:00,1.848,0.261,245.7,7.25,0.26,0.28,1.02
2007-08-11,12:00:00,1.758,0.23,242.9,7.38,0.16,0.25,0.94
2007-08-11,13:00:00,1.625,0.255,241.4,6.59,0.17,0.24,0.81
2007-08-11,14:00:00,1.552,0.212,240.9,6.4,0.16,0.29,0.97
2007-08-11,15:00:00,1.681,0.24,241.4,6.73,0.23,0.22,0.87
2007-08-11,16:00:00,1.428,0.219,234.7,6.17,0.14,0.19,0.86
2007-08-11,17:00:00,1.669,0.24,243.0,6.97,0.21,0.24,0.85
2007-08-11,18:00:00,3.059,0.453,241.6,12.46,0.35,0.46,1.63
2007-08-11,19:00:00,2.871,0.475,241.2,11.61,0.35,0.45,1.49
2007-08-11,20:00:00,2.888,0.434,236.5,12.38,0.38,0.44,1.61
2007-08-11,21:00:00,3.006,0.437,239.5,12.47,0.36,0.46,1.58
2007-08-11,22:00:00,1.724,0.261,241.2,7.19,0.22,0.27,0.94
2007-08-11,23:00:00,1.728,0.287,241.0,6.85,0.24,0.21,0.92
2007-08-12,00:00:00,0.729,0.114,233.3,3.16,0.12,0.15,0.43
2007-08-12,01:00:00,0.568,0.112,246.2,2.36,0.01,0.1,0.21
2007-08-12,02:00:00,0.702,0.119,233.9,3.18,0.11,0.11,0.47
2007-08-12,03:00:00,0.68,0.068,243.6,2.68,0.07,0.09,0.4
2007-08-12,04:00:00,0.997,0.14,242.8,4.2,0.14,0.13,0.64
2007-08-12,05:00:00,0.779,0.118,240.9,3.29,0.13,0.05,0.45
2007-08-12,06:00:00,2.316,0.352,239.5,9.39,0.27,0.35,1.3
2007-08-12,07:00:00,2.201,0.303,243.6,9.21,0.25,0.32,0.96
2007-08-12,08:00:00,2.092,0.315,238.5,8.85,0.29,0.27,1.19
2007-08-12,09:00:00,1.829,0.242,237.2,7.5,0.23,0.25,0.86
2007-08-12,10:00:00,1.907,0.267,242.3,7.95,0.22,0.3,1.09
2007-08-12,11:00:00,1.933,0.291,241.1,7.99,0.24,0.38,1.06
2007-08-12,12:00:00,1.706,0.27,238.7,7.31,0.19,0.26,0.99
2007-08-12,13:00:00,1.602,0.221,236.9,7.11,0.16,0.26,0.83
2007-08-12,14:00:00,1.37,0.21,245.7,5.42,0.14,0.21,0.76
2007-08-12,15:00:00,1.688,0.24,245.3,7.08,0.18,0.28,0.78
2007-08-12,16:00:00,1.652,0.257,244.0,6.78,0.24,0.2,0.86
2007-08-12,17:00:00,1.561,0.249,233.7,6.81,0.21,0.25,0.87
2007-08-12,18:00:00,2.801,0.426,234.1,11.8,0.3,0.44,1.56
2007-08-12,19:00:00,3.031,0.441,244.0,12.46,0.35,0.45,1.6
2007-08-12,20:00:00,2.811,0.409,238.8,11.73,0.3,0.49,1.53
2007-08-12,21:00:00,2.937,0.427,242.7,11.99,0.35,0.44,1.51
2007-08-12,22:00:00,1.623,0.223,237.8,6.46,0.16,0.25,0.96
2007-08-12,23:00:00,1.654,0.26,240.0,6.6,0.16,0.22,0.87
2007-08-13,00:00:00,0.807,0.125,241.7,3.33,0.14,0.1,0.5
2007-08-13,01:00:00,0.689,0.134,245.0,2.99,0.11,0.07,0.44
2007-08-13,02:00:00,0.297,0.063,236.6,1.16,0.05,0.06,0.25
2007-08-13,03:00:00,0.48,0.056,241.7,1.76,0.06,0.07,0.25
2007-08-13,04:00:00,0.591,0.103,242.4,2.26,0.03,0.14,0.26
2007-08-13,05:00:00,0.414,0.032,237.5,1.84,0.09,0.11,0.18
2007-08-13,06:00:00,1.894,0.3,237.6,8.31,0.2,0.27,0.99
2007-08-13,07:00:00,1.712,0.262,235.8,7.4,0.18,0.29,1.02
2007-08-13,08:00:00,1.657,0.236,236.0,6.87,0.19,0.24,0.92
2007-08-13,09:00:00,1.556,0.26,245.3,6.52,0.17,0.23,0.88
2007-08-13,10:00:00,1.562,0.247,242.2,6.27,0.16,0.27,0.86
2007-08-13,11:00:00,1.599,0.247,242.3,6.53,0.18,0.23,0.92
2007-08-13,12:00:00,1.526,0.231,238.6,6.69,0.21,0.27,0.98
2007-08-13,13:00:00,1.354,0.192,237.0,5.56,0.14,0.22,0.8
2007-08-13,14:00:00,1.246,0.16,240.8,5.31,0.09,0.1,0.65
2007-08-13,15:00:00,1.189,0.185,242.2,4.83,0.13,0.18,0.73
2007-08-13,16:00:00,1.249,0.172,241.5,5.02,0.15,0.18,0.8
2007-08-13,17:00:00,1.31,0.198,241.4,5.55,0.11,0.19,0.71
2007-08-13,18:00:00,2.369,0.403,241.9,9.75,0.25,0.33,1.36
2007-08-13,19:00:00,2.752,0.392,241.2,11.05,0.37,0.44,1.55
2007-08-13,20:00:00,2.538,0.382,233.7,10.96,0.31,0.38,1.42
2007-08-13,21:00:00,2.543,0.341,240.9,10.39,0.33,0.34,1.38
2007-08-13,22:00:00,1.347,0.205,238.0,5.4,0.16,0.19,0.74
2007-08-13,23:00:00,1.465,0.222,232.2,6.23,0.19,0.19,0.64
2007-08-14,00:00:00,0.58,0.08,241.1,2.36,0.05,0.02,0.17
2007-08-14,01:00:00,0.422,0.052,239.5,2.04,0.02,0.07,0.26
2007-08-14,02:00:00,0.762,0.09,238.1,3.13,0.1,0.12,0.49
2007-08-14,03:00:00,0.72,0.128,243.3,2.81,0.1,0.15,0.41
2007-08-14,04:00:00,0.56,0.073,242.5,2.49,0.07,0.11,0.49
2007-08-14,05:00:00,0.626,0.122,244.0,2.31,0.07,0.15,0.33
2007-08-14,06:00:00,1.787,0.285,237.1,7.74,0.24,0.23,1.03
2007-08-14,07:00:00,1.818,0.248,236.9,7.46,0.24,0.31,0.93
2007-08-14,08:00:00,1.761,0.281,238.5,7.15,0.24,0.29,0.83
2007-08-14,09:00:00,1.566,0.217,237.1,6.55,0.14,0.24,0.91
2007-08-14,10:00:00,1.769,0.29,239.4,7.53,0.2,0.24,0.97
2007-08-14,11:00:00,1.767,0.277,244.6,7.05,0.2,0.28,1.09
2007-08-14,12:00:00,1.536,0.233,237.9,6.64,0.21,0.28,0.76
2007-08-14,13:00:00,1.218,0.179,236.0,5.38,0.1,0.21,0.74
2007-08-14,14:00:00,1.227,0.196,234.4,5.22,0.13,0.14,0.63
2007-08-14,15:00:00,1.188,0.142,233.1,5.24,0.14,0.15,0.71
2007-08-14,16:00:00,1.325,0.175,245.0,5.15,0.14,0.18,0.61
2007-08-14,17:00:00,1.565,0.22,239.3,6.2,0.2,0.18,0.85
2007-08-14,18:00:00,2.562,0.402,237.6,11.0,0.35,0.38,1.4
2007-08-14,19:00:00,2.66,0.408,240.2,11.01,0.32,0.34,1.55
2007-08-14,20:00:00,2.592,0.353,240.3,11.05,0.28,0.38,1.27
2007-08-14,21:00:00,2.58,0.411,236.7,10.78,0.33,0.42,1.36
2007-08-14,22:00:00,1.28,0.168,239.9,5.62,0.12,0.17,0.63
2007-08-14,23:00:00,1.467,0.233,238.1,6.04,0.18,0.21,0.68
2007-08-15,00:00:00,0.658,0.077,245.9,2.73,0.03,0.08,0.32
2007-08-15,01:00:00,0.514,0.074,240.6,2.1,0.05,0.09,0.32
2007-08-15,02:00:00,0.592,0.095,235.0,3.0,0.02,0.09,0.28
2007-08-15,03:00:00,0.609,0.106,239.1,2.36,0.06,0.12,0.24
2007-08-15,04:00:00,0.508,0.058,241.2,2.32,0.09,0.07,0.34
2007-08-15,05:00:00,0.716,0.095,235.8,2.86,0.03,0.11,0.35
2007-08-15,06:00:00,1.866,0.284,238.6,7.77,0.21,0.28,0.96
2007-08-15,07:00:00,1.992,0.317,240.9,8.2,0.26,0.31,1.13
2007-08-15,08:00:00,1.78,0.262,239.1,7.5,0.15,0.23,1.09
2007-08-15,09:00:00,1.687,0.25,238.6,7.15,0.2,0.25,0.98
2007-08-15,10:00:00,1.607,0.259,243.4,6.27,0.17,0.23,0.84
2007-08-15,11:00:00,1.411,0.239,239.6,5.6,0.19,0.18,0.82
2007-08-15,12:00:00,1.578,0.205,236.2,6.24,0.2,0.21,0.93
